# started on Tue Nov 22 00:14:13 2022

15491061,,mem_load_retired.l1_miss,114253809,21.07,,
8271903,,mem_load_retired.l2_miss,118222869,21.80,,
5241804,,mem_load_retired.l3_miss,122180563,22.53,,
4991,,l2_rqsts.all_pf,126119622,23.26,,
1434,,l2_rqsts.pf_hit,123216598,22.72,,
46715172,,l2_rqsts.references,119259129,21.99,,
358954948,,branches,115295055,21.26,,
936645,,branch-misses,111356110,20.54,0.26,of all branches
1987775006,,cycles,110806365,20.44,,
3932266759,,instructions,138509421,25.55,1.98,insn per cycle
806986975,,L1-dcache-loads,138508214,25.55,,
36040932,,L1-dcache-load-misses,138506951,25.54,4.47,of all L1-dcache accesses
12810692,,LLC-loads,138506426,25.54,,
5841837,,LLC-load-misses,138521737,25.55,45.60,of all LL-cache accesses
<not supported>,,L1-icache-loads,0,100.00,,
218953,,L1-icache-load-misses,110819958,20.44,,
679930826,,dTLB-loads,110826618,20.44,,
185261,,dTLB-load-misses,110803356,20.44,0.03,of all dTLB cache accesses
6894,,iTLB-loads,110813326,20.44,,
36634,,iTLB-load-misses,110825338,20.44,531.39,of all iTLB cache accesses
<not supported>,,L1-dcache-prefetches,0,100.00,,
<not supported>,,L1-dcache-prefetch-misses,0,100.00,,
