# started on Sun Nov 20 15:46:00 2022

3669.04,msec,task-clock,0.15%,3669043769,100.00,0.992,CPUs utilized
31,,context-switches,10.95%,3669043769,100.00,8.401,/sec
0,,cpu-migrations,0.00%,3669043769,100.00,0.000,/sec
49273,,page-faults,0.00%,3669043769,100.00,13.353,K/sec
5818521193,,cycles,0.14%,609493648,16.65,1.577,GHz
0,,stalled-cycles-frontend,0.00%,606870390,16.58,,
0,,stalled-cycles-backend,0.00%,609428943,16.65,0.00,backend cycles idle
3692673569,,instructions,0.18%,610410984,16.67,0.63,insn per cycle
375306182,,branches,0.18%,610531488,16.68,101.707,M/sec
21724839,,branch-misses,0.35%,610361895,16.67,5.74,of all branches
1425670375,,L1-dcache-loads,0.17%,610464573,16.67,386.353,M/sec
20810114,,L1-dcache-load-misses,0.26%,610467765,16.67,1.46,of all L1-dcache accesses
68177669,,LLC-loads,1.27%,611116491,16.69,18.476,M/sec
20980533,,LLC-load-misses,2.44%,612265051,16.72,32.94,of all LL-cache accesses
698591623,,L1-icache-loads,0.64%,610054494,16.66,189.317,M/sec
4350838,,L1-icache-load-misses,0.94%,609182507,16.64,0.64,of all L1-icache accesses
1451617313,,dTLB-loads,0.25%,608057759,16.61,393.385,M/sec
47667608,,dTLB-load-misses,0.67%,610005607,16.66,3.31,of all dTLB cache accesses
687519951,,iTLB-loads,0.52%,611823395,16.71,186.316,M/sec
149,,iTLB-load-misses,17.73%,610309037,16.67,0.00,of all iTLB cache accesses
0,,L1-dcache-prefetches,0.00%,613071308,16.75,0.000,/sec
0,,L1-dcache-prefetch-misses,0.00%,609087821,16.64,0.000,/sec
