# started on Tue Nov  8 11:36:16 2022

1188.97,msec,task-clock,0.15%,1188966363,100.00,1.012,CPUs utilized
10,,context-switches,8.85%,1188966363,100.00,8.512,/sec
0,,cpu-migrations,0.00%,1188966363,100.00,0.000,/sec
65669,,page-faults,0.00%,1188966363,100.00,55.898,K/sec
4139041248,,cycles,0.13%,452770754,38.10,3.523,GHz
9134754015,,instructions,0.16%,544713418,45.84,2.24,insn per cycle
464183892,,branches,0.37%,544717428,45.84,395.120,M/sec
2294110,,branch-misses,4.18%,544629843,45.83,0.51,of all branches
4107173639,,L1-dcache-loads,0.19%,544751717,45.84,3.496,G/sec
47107736,,L1-dcache-load-misses,1.52%,548579497,46.16,1.17,of all L1-dcache accesses
1942875,,LLC-loads,2.28%,367793813,30.95,1.654,M/sec
642016,,LLC-load-misses,3.93%,367800293,30.95,27.44,of all LL-cache accesses
<not supported>,,L1-icache-loads,0.00%,0,100.00,,
1173708,,L1-icache-load-misses,4.66%,367805956,30.95,,
4017586444,,dTLB-loads,0.28%,367808840,30.95,3.420,G/sec
396970,,dTLB-load-misses,1.61%,367890395,30.96,0.01,of all dTLB cache accesses
135814,,iTLB-loads,0.61%,367758408,30.95,115.607,K/sec
131385,,iTLB-load-misses,1.03%,363920290,30.62,94.32,of all iTLB cache accesses
<not supported>,,L1-dcache-prefetches,0.00%,0,100.00,,
<not supported>,,L1-dcache-prefetch-misses,0.00%,0,100.00,,
