# started on Sun Nov  6 16:23:44 2022

1865.41,msec,task-clock,1865407339,100.00,1.000,CPUs utilized
12,,context-switches,1865407339,100.00,6.433,/sec
0,,cpu-migrations,1865407339,100.00,0.000,/sec
49273,,page-faults,1865407339,100.00,26.414,K/sec
3255469299,,cycles,249228107,13.37,1.745,GHz
3812698653,,instructions,377110284,20.23,1.17,insn per cycle
384246385,,branches,380053356,20.39,205.985,M/sec
1639329,,branch-misses,375919129,20.16,0.43,of all branches
1016672891,,L1-dcache-loads,245150988,13.15,545.014,M/sec
34613424,,L1-dcache-load-misses,247885464,13.30,3.40,of all L1-dcache accesses
33776522,,LLC-loads,247825626,13.29,18.107,M/sec
1060633,,LLC-load-misses,247827333,13.29,3.14,of all LL-cache accesses
3186635642,,L1-icache-loads,247848204,13.29,1.708,G/sec
654265,,L1-icache-load-misses,247851723,13.29,0.02,of all L1-icache accesses
969860975,,dTLB-loads,247836187,13.29,519.919,M/sec
16224681,,dTLB-load-misses,247806379,13.29,1.67,of all dTLB cache accesses
3683467198,,iTLB-loads,371712865,19.94,1.975,G/sec
129100,,iTLB-load-misses,371690314,19.94,0.00,of all iTLB cache accesses
11696228,,L1-dcache-prefetches,371686058,19.94,6.270,M/sec
<not supported>,,L1-dcache-prefetch-misses,0,100.00,,
