# started on Sun Oct 30 16:13:39 2022

1138.11,msec,task-clock,1138106053,100.00,0.992,CPUs utilized
105,,context-switches,1138106053,100.00,92.259,/sec
4,,cpu-migrations,1138106053,100.00,3.515,/sec
49277,,page-faults,1138106053,100.00,43.297,K/sec
2532996495,,cycles,430654945,37.87,2.226,GHz
4007146826,,instructions,518122738,45.56,1.58,insn per cycle
377171520,,branches,518407371,45.58,331.403,M/sec
4984929,,branch-misses,521937415,45.89,1.32,of all branches
682555298,,L1-dcache-loads,522846962,45.97,599.729,M/sec
57226031,,L1-dcache-load-misses,529450023,46.55,8.38,of all L1-dcache accesses
15997168,,LLC-loads,356354657,31.33,14.056,M/sec
6402779,,LLC-load-misses,353433637,31.08,40.02,of all LL-cache accesses
<not supported>,,L1-icache-loads,0,100.00,,
4337585,,L1-icache-load-misses,353519502,31.08,,
741899938,,dTLB-loads,350264218,30.80,651.872,M/sec
210866,,dTLB-load-misses,349699265,30.75,0.03,of all dTLB cache accesses
17390,,iTLB-loads,348571214,30.65,15.280,K/sec
82961,,iTLB-load-misses,344826028,30.32,477.06,of all iTLB cache accesses
<not supported>,,L1-dcache-prefetches,0,100.00,,
<not supported>,,L1-dcache-prefetch-misses,0,100.00,,
