# started on Tue Nov 15 00:40:29 2022

574.89,msec,task-clock,0.59%,574888176,100.00,1.004,CPUs utilized
4,,context-switches,11.56%,574888176,100.00,6.993,/sec
0,,cpu-migrations,0.00%,574888176,100.00,0.000,/sec
49275,,page-faults,0.00%,574888176,100.00,86.146,K/sec
1649734190,,cycles,0.68%,176014260,30.64,2.884,GHz
3598305920,,instructions,0.48%,222763455,38.78,2.21,insn per cycle
383693190,,branches,0.48%,222734032,38.77,670.801,M/sec
1102294,,branch-misses,1.48%,222738844,38.77,0.30,of all branches
697204852,,L1-dcache-loads,0.58%,222768939,38.78,1.219,G/sec
44201756,,L1-dcache-load-misses,1.34%,222591483,38.75,6.49,of all L1-dcache accesses
4203339,,LLC-loads,2.73%,175858640,30.61,7.349,M/sec
1269631,,LLC-load-misses,2.35%,175842576,30.61,30.86,of all LL-cache accesses
<not supported>,,L1-icache-loads,0.00%,0,100.00,,
394750,,L1-icache-load-misses,5.21%,175834183,30.61,,
656723281,,dTLB-loads,0.54%,175857111,30.61,1.148,G/sec
170986,,dTLB-load-misses,2.23%,175870182,30.61,0.03,of all dTLB cache accesses
1819,,iTLB-loads,27.10%,175881434,30.62,3.180,K/sec
106474,,iTLB-load-misses,6.08%,175859732,30.61,3406.13,of all iTLB cache accesses
<not supported>,,L1-dcache-prefetches,0.00%,0,100.00,,
<not supported>,,L1-dcache-prefetch-misses,0.00%,0,100.00,,
